id,niqqudless,stressed,phrase,ind
llm1_72,בנו,בנ֫ו,הם בנו אולם ספורט ענק ליד בית הספר התיכון.,12
llm1_73,בנו,בנ֫ו,בנו במה מאולתרת ממש ערב לפני ההופעה.,13
llm1_74,בנו,בנ֫ו,"הם בנו את העסק שלהם מאפס, בלי עזרה מאף אחד.",14
llm1_75,בנו,בנ֫ו,בנו את כל האזור הזה על חורבות של שכונה ישנה.,15
llm1_76,בנו,בנ֫ו,הילדים בנו סוכה לבד בלי עזרה של ההורים,16
llm1_77,בנו,בנ֫ו,"כשבנו את הבית, עוד לא ידעו אם בכלל יגורו בו.",17
llm1_78,בנו,בנ֫ו,אף אחד לא האמין שבנו את כל זה רק בחודש אחד.,18
llm1_79,בנו,בנ֫ו,שכחו להשאיר גישה לנכים כשבנו את הכניסה הצדדית.,19
llm1_80,בנו,בנ֫ו,"השכנים כעסו ובנו גדר משלהם, גבוהה יותר.",20
llm1_81,גרושים,גר֫ושים,שילמתי על הקפה כמה גרושים וזה היה שווה כל אגורה.,1
llm1_82,גרושים,גר֫ושים,הוא מכר את הספרים הישנים שלו בגרושים.,2
llm1_83,גרושים,גר֫ושים,"קיבלתי תוספת של גרושים בתלוש, זה אפילו לא מורגש.",3
llm1_84,גרושים,גר֫ושים,לא משתלם לעבוד שעות נוספות בשביל גרושים.,4
llm1_85,גרושים,גר֫ושים,הוא בזבז את זמנו ואת כישרונו בשביל כמה גרושים.,5
llm1_86,גרושים,גר֫ושים,בשכונה הזו משכירים חדרים בגרושים יחסית למרכז העיר.,6
llm1_87,גרושים,גר֫ושים,השקענו הרבה זמן כדי לחסוך כמה גרושים מיותרים.,7
llm1_88,גרושים,גר֫ושים,בשוק אפשר למצוא בגדים במצב מצוין ממש בגרושים.,8
llm1_89,גרושים,גר֫ושים,"לא שווה לריב איתו בשביל גרושים, תן לו כבר.",9
llm1_90,גרושים,גר֫ושים,השקענו הרבה זמן כדי לחסוך כמה גרושים מיותרים.,10
llm1_91,גרושים,גרוש֫ים,ההורים שלי גרושים כבר חמש עשרה שנה ומסתדרים היטב.,1
llm1_92,גרושים,גרוש֫ים,קבוצת התמיכה מיועדת לגרושים וגרושות שמחפשים התחלה חדשה.,2
llm1_93,גרושים,גרוש֫ים,באירוע פגשתי כמה גרושים שדיברו על החיים אחרי הנישואין.,3
llm1_94,גרושים,גרוש֫ים,"הם גרושים כבר שנתיים, אבל עדיין מתווכחים על כל דבר.",4
llm1_95,גרושים,גרוש֫ים,רוב האנשים בקורס היו גרושים בגילאי ארבעים פלוס.,5
llm1_96,גרושים,גרוש֫ים,"אחרי שהם הפכו לגרושים, כל אחד מהם פנה לכיוון שונה לגמרי.",6
llm1_97,גרושים,גרוש֫ים,הגרושים החדשים לא תמיד מבינים מה מחכה להם.,7
llm1_98,גרושים,גרוש֫ים,אנחנו גרים בשכונה עם הרבה משפחות חד־הוריות וגרושים.,8
llm1_99,גרושים,גרוש֫ים,לגרושים חדשים מומלץ לפנות לייעוץ מקצועי כדי להקל על המעבר.,9
llm1_100,גרושים,גרוש֫ים,"לגרושים האלה יש ילדים משותפים, אז הם נפגשים די הרבה.",10
llm1_101,מיני,מ֫יני,המיני-קיט שברשותי כולל את כל האביזרים הדרושים.,1
llm1_102,מיני,מ֫יני,במסעדה הגישו מיני קרואסונים חמים,2
llm1_103,מיני,מ֫יני,הם הציגו מיני-פרויקט במסגרת תערוכה מקומית.,3
llm1_104,מיני,מ֫יני,במסעדה הגישו מיני פיצות אישיות בטעמים שונים.,4
llm1_105,מיני,מ֫יני,"""מחופשים"" - מתפתחת כמיני סדרה מוצלחת בהחלט",5
llm1_106,מיני,מ֫יני,למיני־סנטר הזעיר הזה יש שירות לקוחות אישי ומדויק.,6
llm1_107,מיני,מ֫יני,"וכשהוסיפו מיני־בר בסלון, האירוח הפך לאינטימי במיוחד.",7
llm1_108,מיני,מ֫יני,היא קנתה חצאית מיני מבד ג'ינס לארוחת ערב עם חברים.,8
llm1_109,מיני,מ֫יני,המחשב החדש מגיע עם מיני מקלדת אלחוטית קטנה.,9
llm1_110,מיני,מ֫יני,היא לבשה חצאית מיני ג'ינס עם כיסים גדולים כדי לשאת את הטלפון בנוחות.,10
llm1_111,מיני,מינ֫י,השיח המיני ביניהם הפך פתוח וכנה יותר עם הזמן.,1
llm1_112,מיני,מינ֫י,הם ניהלו שיחה פתוחה על הקשר המיני שלהם.,2
llm1_113,מיני,מינ֫י,"הם שוחחו כאילו כלום לא קורה, אך מבטהם הסגירו משהו כמיני.",3
llm1_114,מיני,מינ֫י,הם שמרו על קשר מיני בריא לאורך שנים.,4
llm1_115,מיני,מינ֫י,הקשר המיני התפתח עם הזמן לחיבור עמוק יותר.,5
llm1_116,מיני,מינ֫י,"הנושא היה מיני מובהק, אך הוצג בעדינות.",6
llm1_117,מיני,מינ֫י,בין השניים התפתח מתח מיני לא מדובר.,7
llm1_118,מיני,מינ֫י,"אחרי שנים של משיכה, הקשר הפך למיני",8
llm1_119,מיני,מינ֫י,"הם בחרו להעמיק את הקשר, גם ברובד המיני.",9
llm1_120,מיני,מינ֫י,מאז אותו לילה היא הגדירה את הקשר בינהם - כמיני,10
llm1_121,כופר,כ֫ופר,החוטפים דרשו מההורים כופר בתמורה לשחרור הילד.,1
llm1_122,כופר,כ֫ופר,"כשסירב לשלם את הכופר, נשרף העסק שלו בלילה.",2
llm1_123,כופר,כ֫ופר,"על פי החשד, נדרש כופר במיליונים כדי להשיב את הציוד.",3
llm1_124,כופר,כ֫ופר,המבריחים איימו לפגוע בו אם לא יועבר הכופר עד סוף היום.,4
llm1_125,כופר,כ֫ופר,"לאחר שכופר שולם, כל הצדדים חתמו על הסכם סופי.",5
llm1_126,כופר,כ֫ופר,בית המשפט אישר את תשלום הכופר בתנאים מחמירים,6
llm1_127,כופר,כ֫ופר,הם החליטו לשלם כופר כדי למנוע עונש חמור יותר.,7
llm1_128,כופר,כ֫ופר,בכופר שנדרש היה סכום גבוה מהרגיל בתיקים מסוג זה.,8
llm1_129,כופר,כ֫ופר,לכופר שנגבה הייתה השפעה ישירה על המשך ההליכים.,9
llm1_130,כופר,כ֫ופר,"ואחרי תשלום כופר, נחתם ההסכם ונשמר בסודיות.",10
llm1_131,כופר,כופ֫ר,הם סירבו להושיב בכנסת אדם שכופר בעקרונות המדינה.,1
llm1_132,כופר,כופ֫ר,הדיון סבב סביב טענות שהועלו נגד כופר מהקהילה המקומית.,2
llm1_133,כופר,כופ֫ר,היא לא הצליחה להבין איך אפשר לדבר בשבחו של כופר מוצהר.,3
llm1_134,כופר,כופ֫ר,לכופר ניתנה הזדמנות להסביר את עמדותיו בפני המועצה.,4
llm1_135,כופר,כופ֫ר,"וכשכופר מתעקש להתבטא בפומבי, המחאה לא מאחרת לבוא.",5
llm1_136,כופר,כופ֫ר,שום ניסיון לשכנע את הכופר לא הצליח לשנות את דעתו.,6
llm1_137,כופר,כופ֫ר,"על אף שהוא נחשב לכופר, התייחסו אליו בכבוד יחסי.",7
llm1_138,כופר,כופ֫ר,הכופר המשיך להפיץ רעיונות שסתרו את המסורת המקומית.,8
llm1_139,כופר,כופ֫ר,אף אחד לא האמין שכופר ידוע יוזמן לטקס הדתי.,9
llm1_140,כופר,כופ֫ר,בדבריו של הכופר היו עקיצות כלפי הממסד הדתי.,10
llm1_141,אוכל,א֫וכל,במקרר נשאר רק אוכל מוכן מאתמול.,1
llm1_142,אוכל,א֫וכל,על שולחן העץ הונח אוכל טרי שחיממו זה עתה.,2
llm1_143,אוכל,א֫וכל,היא לא נגעה באוכל מרוב התרגשות,3
llm1_144,אוכל,א֫וכל,לארוחת הצהריים הביאו אוכל פשוט אך טעים.,4
llm1_145,אוכל,א֫וכל,במקרה הזה אסור להשאיר אוכל בחוץ יותר מדי זמן.,5
llm1_146,אוכל,א֫וכל,מעדיף אוכל פשוט ולא מתוחכם.,6
llm1_147,אוכל,א֫וכל,לילדים חולקו מנות אוכל בצבעים שונים.,7
llm1_148,אוכל,א֫וכל,"עם כל המהומה, נשכח לגמרי האוכל על הכיריים.",8
llm1_149,אוכל,א֫וכל,לא תמיד יש זמן להכין אוכל ביתי.,9
llm1_150,אוכל,א֫וכל,ההורים שמחו לראות שילדיהם נהנים מהאוכל שהכינו,10
llm1_151,אוכל,א֫וכל,מהאוכל עלו ריחות שהחזירו אותה לילדות.,11
llm1_152,אוכל,א֫וכל,מתחת לאוכל הסתתר פתק שהפתיע את כולם.,12
llm1_153,אוכל,א֫וכל,באוכל שהוזמן לא היה כמעט תיבול.,13
llm1_154,אוכל,א֫וכל,הוא מעדיף אוכל פשוט ולא מתוחכם.,14
llm1_155,אוכל,א֫וכל,בזמן ההפסקה חילקו אוכל לכל העובדים.,15
llm1_156,אוכל,א֫וכל,אחרי האימון הביאו אוכל עשיר בחלבון.,16
llm1_157,אוכל,א֫וכל,"כששאלו אותו, אמר שאוכל לא מעניין אותו בכלל.",17
llm1_158,אוכל,א֫וכל,היא סירבה לגעת באוכל שהוכן ללא רשותה.,18
llm1_159,אוכל,א֫וכל,"למרות העייפות, טרחה והכינה אוכל לכולם.",19
llm1_160,אוכל,א֫וכל,בחדר האוכל נותרו רק שאריות של אוכל מקולקל.,20
llm1_161,אוכל,אוכ֫ל,"אומר שהוא לא רעב, אבל אחר-כך אוכל את הכול.",1
llm1_162,אוכל,אוכ֫ל,"כשהוא עייף, גם אוכל פחות מהרגיל.",2
llm1_163,אוכל,אוכ֫ל,"וכשאוכל ליד אביו, הוא נזהר בכל תנועה.",3
llm1_164,אוכל,אוכ֫ל,הוא אוכל לאט כדי ליהנות מכל ביס.,4
llm1_165,אוכל,אוכ֫ל,"כשהאורחים מגיעים, מי שאוכל תמיד נהנה במיוחד.",5
llm1_166,אוכל,אוכ֫ל,שמי שאוכל לאט מצליח להרגיש כל טעם טוב יותר.,6
llm1_167,אוכל,אוכ֫ל,כי מי שאוכל ארוחת בוקר מלאה יש לו יותר אנרגיה.,7
llm1_168,אוכל,אוכ֫ל,מי שאוכל מבלי להסתכל על הצלחת לעיתים מפספס פרטים.,8
llm1_169,אוכל,אוכ֫ל,"כשהוא אוכל לבד, מרגיש שהוא יכול להתרכז בכל ביס.",9
llm1_170,אוכל,אוכ֫ל,"ולמרות ששותה ואוכל מהר, הוא מצליח לשמור על הבריאות.",10
llm1_171,אוכל,אוכ֫ל,הוא שותה ואוכל באטיות כדי ליהנות מכל רגע.,11
llm1_172,אוכל,אוכ֫ל,הוא צופה בטלוויזיה ואוכל חטיפים בלי הפסקה.,12
llm1_173,אוכל,אוכ֫ל,"הוא מתעורר מוקדם, שותה קפה ואוכל ארוחת בוקר",13
llm1_174,אוכל,אוכ֫ל,"למרות שהוא עייף, מתרכז ואוכל בשקט.",14
llm1_175,אוכל,אוכ֫ל,"כשהוא מטייל, הוא שותה ואוכל לפי הצורך.",15
llm1_176,אוכל,אוכ֫ל,"כשהוא אוכל מעט, היא לעיתים נוטה לא לאכול בכלל",16
llm1_177,אוכל,אוכ֫ל,צפו כיצד שחקן העבר מגיב כשאוכל חטיף חריף במיוחד,17
llm1_178,אוכל,אוכ֫ל,הוא מקיא בכל פעם שאוכל חריף מדי,18
llm1_179,אוכל,אוכ֫ל,הוא מקבל תגובה אלרגית מיידית כשאוכל ביצים,19
llm1_180,אוכל,אוכ֫ל,האדם הרעב מקנא באוכל,20
llm1_181,טעם,ט֫עם,לטעם של התפוח יש ניחוח מיוחד שמזכיר את הקיץ,1
llm1_182,טעם,ט֫עם,היא חיפשה טעם חדש ומרגש במנות של המסעדה,2
llm1_183,טעם,ט֫עם,הטעם המריר של הקפה הערב השאיר רושם עמוק,3
llm1_184,טעם,ט֫עם,בטעם של הרוטב יש עומק בלתי רגיל,4
llm1_185,טעם,ט֫עם,הוא חיפש טעם חדש שמאתגר את החושים,5
llm1_186,טעם,ט֫עם,לטעם המתוק היה חלק מרכזי בארוחה,6
llm1_187,טעם,ט֫עם,הם נהנו מהטעם העשיר של התבשיל,7
llm1_188,טעם,ט֫עם,טעם הפרי רענן ומזמין מאוד,8
llm1_189,טעם,ט֫עם,הטעם החריף הוסיף עניין למנה,9
llm1_190,טעם,ט֫עם,לטעם המר של הקפה יש ייחוד משלו,10
llm1_191,טעם,ט֫עם,היא לא שכחה את הטעם של העוגה מהמסעדה,11
llm1_192,טעם,ט֫עם,הטעם הייחודי גרם לה להזכר במקום רחוק,12
llm1_193,טעם,ט֫עם,הוא העריך את הטעם העדין של הרוטב,13
llm1_194,טעם,ט֫עם,לטעם המלוח יש מקום מיוחד בזיכרונותיו,14
llm1_195,טעם,ט֫עם,הם דיברו על טעם האוכל במשך שעות,15
llm1_196,טעם,ט֫עם,היא הביאה את הטעם הביתי למטבח החדש,16
llm1_197,טעם,ט֫עם,טעם האוכל הזכיר לה את המסע שהייתה בו,17
llm1_198,טעם,ט֫עם,הוא חשב על הטעם המיוחד שגילה בטיול,18
llm1_199,טעם,ט֫עם,הטעם של התבלינים התחבר היטב עם הבשר,19
llm1_200,טעם,ט֫עם,לטעם של התרופה הייתה השפעה לא נעימה על הילדים,20
llm1_201,טעם,טע֫ם,הוא טעם את המרק לפני שהוסיף תבלינים,1
llm1_202,טעם,טע֫ם,"כשטעם את הפירות, הבין שהם בשלים",2
llm1_203,טעם,טע֫ם,חיוך התפשט על פניו כשכטעם את הקינוח,3
llm1_204,טעם,טע֫ם,מי שטעם את האוכל ומעריך את האיכות,4
llm1_205,טעם,טע֫ם,הילד טעם לראשונה ממתק חריף ולא אהב את זה,5
llm1_206,טעם,טע֫ם,"כשטעם את היין, נפתחה בפניו חוויה חדשה",6
llm1_207,טעם,טע֫ם,לפני שהוסיף תבלינים טעם את המרק,7
llm1_208,טעם,טע֫ם,יש מי שטעם ומעריך את האיכות של האוכל,8
llm1_209,טעם,טע֫ם,"כשטעם את המרק, חזר לזכרונות ילדותו",9
llm1_210,טעם,טע֫ם,"כשטעם את השוקולד, לא רצה להפסיק לאכול",10
llm1_211,טעם,טע֫ם,הוא תוך כדי מחשבה טעם את התה בשקט,11
llm1_212,טעם,טע֫ם,הוא הניח את הצלחת וטעם את המנה בעונג,12
llm1_213,טעם,טע֫ם,הילד הנחית את הכף וטעם את המרק בפעם הראשונה,13
llm1_214,טעם,טע֫ם,הוא נזהר כשטעם את המנה בזהירות,14
llm1_215,טעם,טע֫ם,הוא טעם את המרק בזהירות לפני שהוסיף מלח,15
llm1_216,טעם,טע֫ם,הוא טעם את הלחם הטרי וחש נוסטלגיה נעימה,16
llm1_217,טעם,טע֫ם,"כשטעם את התה, הרגיש כיצד הרוגע נכנס לליבו",17
llm1_218,טעם,טע֫ם,"כשטעם את האוכל המסורתי, נפתח בפניו עולם חדש",18
llm1_219,טעם,טע֫ם,הוא חשב על המסע שהביא אותו הנה וטעם את המנה המקומית,19
llm1_220,טעם,טע֫ם,הוא טעם את הקפה והרגיש כיצד המרירות מתמזגת עם המתיקות,20
llm1_221,אורגנית,אורג֫נית,החקלאי סיפר שהעגבניות מגיעות מחווה אורגנית בצפון,1
llm1_222,אורגנית,אורג֫נית,במעדניה החדשה יש גבינות מתוצרת אורגנית בלבד,2
llm1_223,אורגנית,אורג֫נית,הם מחפשים דרך חיים יותר אורגנית ופחות תעשייתית,3
llm1_224,אורגנית,אורג֫נית,המסעדה מציעה תפריט המבוסס על תוצרת אורגנית מקומית,4
llm1_225,אורגנית,אורג֫נית,בחנות הזו כל המוצרים הם מחקלאות אורגנית,5
llm1_226,אורגנית,אורג֫נית,במהלך הסיור הוסבר איך יוצרים קרקע אורגנית עשירה,6
llm1_227,אורגנית,אורג֫נית,בחנות הטבע הוצגו עשרות מוצרים בתווית אורגנית,7
llm1_228,אורגנית,אורג֫נית,הגינה נבנתה בשיטה אורגנית שמשמרת את המערכת האקולוגית,8
llm1_229,אורגנית,אורג֫נית,העבודה בקבוצה זרמה בצורה אורגנית בזכות הכימיה בין המשתתפים,9
llm1_230,אורגנית,אורג֫נית,החיבור ביניהם התפתח אורגנית בלי כוונה תחילה,10
llm1_231,אורגנית,אורגנ֫ית,הילד קיבל אורגנית ליום הולדת והתחיל ללמוד לנגן,1
llm1_232,אורגנית,אורגנ֫ית,הם הביאו אורגנית קטנה כדי לנגן בשירה בציבור,2
llm1_233,אורגנית,אורגנ֫ית,האורגנית שלו חוברה לרמקול ונשמעה בכל החדר,3
llm1_234,אורגנית,אורגנ֫ית,היא כתבה שיר חדש וניגנה אותו על אורגנית,4
llm1_235,אורגנית,אורגנ֫ית,הוא אהב את הצליל החם של האורגנית הישנה,5
llm1_236,אורגנית,אורגנ֫ית,הם קנו אורגנית יד שנייה ותרגלו נגינה כל יום,6
llm1_237,אורגנית,אורגנ֫ית,האורגנית החשמלית משמשת אותו גם להקלטות,7
llm1_238,אורגנית,אורגנ֫ית,המוזיקאית עלתה לבמה עם אורגנית קטנה וניידת,8
llm1_239,אורגנית,אורגנ֫ית,המורה הסביר על הבדלים בין פסנתר רגיל לאורגנית,9
llm1_240,אורגנית,אורגנ֫ית,הילדים ניגשו אחד אחד לנסות לנגן על האורגנית,10
gold_017_line_048,_,_,בְּֽעִיקְּבוֹת הַ|יְּשִׁיבָה הַ|הִיא הֻוחְלַט עַל הֲטָלַת סֶ֫גֶר עַל יִשְׂרָאֵל,
gold_000_line_101,_,_,אָה זֶה דֵּי מַדְהִים לִרְאוֹת לִרְאוֹת אֶת זֶה לְֽאוֹר יוֹם,_
gold_021_line_040,_,_,הוּא אֶחָד מִיִּיזְּמֵי הַ|הַיְיטֵק הַ|וָּותִיקִים שֶׁ|יֵּשׁ לָנוּ,_
gold_007_line_150,_,_,נִמְאַס לִי לַחֲלוּטִין לַעֲמֹוד בַּ|פְּקָקִים נִמְאַס לִי מֵהַ|לַּ֫חַץ נִמְאַס לִי מֵ|חִיפּוּשֵׂי הַ|חֲנָיָיה פָּשׁוּט נִמְאַס לִי,_
gold_001_line_348,_,_,עוֹד שְׁנִיָּיה יִהְיֶה לָהּ מָקוֹם חָדָשׁ לִקְרֹוא לוֹ בַּ֫יִת,_
gold_020_line_002,_,_,אוֹקֵיי אָז בּוֹא נֵלֵךְ מֵהַ|קַּל אֶל הַ|כָּבֵד בַּ|חֵ֫לֶק הַ|קַּל עַל אַף שֶׁ|כְּבָר עַכְשָׁיו הַ|טֶּכְנוֹל֫וֹגְיָה מְֽאוֹד מְֽאוֹד מַרְשִׁימָה,_
gold_011_line_114,_,_,בַּ|מַּעֲרֶ֫כֶת חַיּוֹת כִּיס חֲבֵרוֹת גַּם דָּנָה פְרַנְק וּ|צְלִיל אַבְרָהָם,_
gold_021_line_014,_,_,אוּלַי הוּא יְֽשַׁכְנֵעַ גַּם אֶתְכֶם לְֽהִצְטָרֵף לָ|עִיגּוּל לְֽ|טוֹבָה,_
gold_021_line_057,_,_,וְֽ|הוּא מְֽשַׁמֵּשׁ בְּֽתוֹר יוֹשֵׁב הָ|רֹאשׁ שֶׁלָּהּ עַד הַיּוֹם,_
gold_002_line_310,_,_,פָּשׁוּט כִּי הָ|אִינְפְלַ֫צְיָה כָּאן הִיא עֲדַ֫יִין נְֽמוּכָה בְּֽ|יַ֫חַס לִ|מְדִינוֹת אֲחֵרוֹת,_
